OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-31434,2024-046Q,2025-04-20T16:53:10.728096,15.30193817,.0001029,53.1583,215.2411,120.4318,239.6785,0,U,59215,999,6359,-.53013E-4,-.1928E-4,0
STARLINK-31417,2024-046R,2025-04-20T16:42:42.246720,15.30205826,.0000723,53.1603,215.9090,83.4967,276.6116,0,U,59216,999,6346,-.88439E-4,-.2978E-4,0
STARLINK-31499,2024-046S,2025-04-20T17:08:23.854272,15.30183363,.0001323,53.1600,215.3027,97.4509,262.6642,0,U,59217,999,6359,-.12124E-3,-.3946E-4,0
STARLINK-31421,2024-046T,2025-04-20T17:28:10.272288,15.30176343,.000094,53.1606,215.4172,48.6355,311.4726,0,U,59218,999,6359,-.11464E-3,-.375E-4,0
STARLINK-31518,2024-046U,2025-04-20T17:17:29.599872,15.30192901,.0000996,53.1591,215.3436,82.9018,277.2096,0,U,59219,999,6359,-.2767E-3,-.8543E-4,0
STARLINK-31523,2024-046V,2025-04-20T11:24:03.698784,15.30209776,.000227,53.1584,216.6496,139.5387,220.5783,0,U,59220,999,6355,.79572E-4,.1998E-4,0
STARLINK-31516,2024-046W,2025-04-20T12:21:39.349728,15.30211048,.0001176,53.1606,216.1919,95.7823,264.3312,0,U,59221,999,6356,-.91586E-4,-.3071E-4,0
STARLINK-31490,2024-046X,2025-04-20T16:39:40.853376,15.30188430,.000162,53.1600,215.8855,121.0989,239.0171,0,U,59222,999,6358,-.13958E-3,-.4489E-4,0
STARLINK-31420,2024-046Y,2025-04-20T11:52:56.633952,15.30195519,.0001468,53.1588,216.7766,104.7874,255.3289,0,U,59223,999,6355,.98266E-4,.2552E-4,0
STARLINK-31304,2024-049A,2025-04-20T13:29:04.402464,15.40706132,.0001324,43.0021,162.7228,264.4437,95.6268,0,U,59231,999,6304,.26996E-3,.10992E-3,0
STARLINK-31305,2024-049B,2025-04-20T12:47:05.959968,15.27586949,.0000941,42.9992,168.5309,311.6765,48.4006,0,U,59232,999,6297,-.53132E-4,-.1724E-4,0
STARLINK-31459,2024-049C,2025-04-20T06:32:18.687264,15.27596031,.000272,42.9913,170.0231,83.4367,276.6794,0,U,59233,999,6293,.38937E-3,.10473E-3,0
STARLINK-31438,2024-049D,2025-04-20T13:19:24.285216,15.40703728,.0001543,43.0026,162.6523,250.1440,109.9250,0,U,59234,999,6303,.77951E-5,.22E-6,0
STARLINK-31467,2024-049E,2025-04-20T12:45:13.569120,15.27588953,.0001743,43.0015,168.5270,262.2410,97.8243,0,U,59235,999,6298,.69816E-4,.166E-4,0
STARLINK-31444,2024-049F,2025-04-20T09:52:56.388000,15.27577262,.0000876,43.0088,99.7074,184.5858,175.4986,0,U,59236,999,6373,-.18672E-5,-.313E-5,0
STARLINK-31505,2024-049G,2025-04-20T08:12:02.559456,15.27586520,.0002016,43.0046,169.6998,315.8182,44.2509,0,U,59237,999,6295,-.34599E-4,-.1215E-4,0
STARLINK-31494,2024-049H,2025-04-20T15:31:20.829504,15.27589163,.0001806,43.0002,167.6709,261.8618,98.2028,0,U,59238,999,6300,.26807E-4,.476E-5,0
STARLINK-31303,2024-049J,2025-04-20T13:24:31.384512,15.40730422,.0002169,42.9971,159.1631,246.9379,113.1249,0,U,59239,999,6309,-.30698E-6,-.317E-5,0
STARLINK-31408,2024-049K,2025-04-20T13:20:23.463168,15.27595930,.0002404,43.0064,168.7127,250.2695,109.7898,0,U,59240,999,6298,.46315E-4,.1013E-4,0
STARLINK-31427,2024-049L,2025-04-20T13:25:56.166240,15.27582748,.00025,43.0037,168.7089,250.0608,109.9975,0,U,59241,999,6298,.42874E-4,.917E-5,0
STARLINK-31423,2024-049M,2025-04-20T13:16:39.973152,15.27597533,.000292,43.0083,168.6806,254.6553,105.3976,0,U,59242,999,6298,.88546E-4,.2176E-4,0
STARLINK-31433,2024-049N,2025-04-20T14:13:49.797408,15.27583779,.0002725,43.0047,168.1267,250.1775,109.8783,0,U,59243,999,6299,.14298E-3,.3674E-4,0
STARLINK-31285,2024-049P,2025-04-20T12:17:29.959584,15.27563088,.0000541,42.9980,168.3778,260.1703,99.9088,0,U,59244,999,6297,.28487E-3,.7581E-4,0
STARLINK-31268,2024-049Q,2025-04-20T12:10:47.321760,15.27577061,.0001749,43.0007,164.8042,254.2122,105.8537,0,U,59245,999,6301,.15806E-3,.4089E-4,0
STARLINK-31284,2024-049R,2025-04-20T15:42:25.407072,15.27600128,.0002417,43.0052,167.7242,247.8082,112.2513,0,U,59246,999,6299,.1077E-3,.2704E-4,0
STARLINK-31424,2024-049S,2025-04-20T08:05:19.701312,15.27585357,.0001585,43.0035,166.1811,232.6791,127.3916,0,U,59247,999,6298,-.11151E-5,-.293E-5,0
STARLINK-31405,2024-049T,2025-04-20T11:31:26.578272,15.27588007,.000109,43.0032,168.9994,317.0961,42.9805,0,U,59248,999,6296,.90205E-4,.2222E-4,0
STARLINK-31426,2024-049U,2025-04-20T11:36:59.684832,15.27572815,.0000909,43.0031,169.0185,288.4670,71.6083,0,U,59249,999,6296,.20987E-3,.5516E-4,0
STARLINK-31407,2024-049V,2025-04-20T13:22:37.234560,15.40799748,.0001107,43.0017,162.6693,297.6137,62.4607,0,U,59250,999,6303,-.47839E-3,-.203E-3,0
STARLINK-31393,2024-049X,2025-04-20T10:28:13.484352,15.40788230,.0002928,43.0058,160.8671,256.9386,103.1144,0,U,59252,999,6306,-.37863E-3,-.16136E-3,0
STARLINK-31425,2024-049Y,2025-04-20T12:28:35.617152,15.27566142,.0001111,42.9997,168.4316,244.2449,115.8288,0,U,59253,999,6297,.11438E-3,.2885E-4,0
STARLINK-31659,2024-050A,2025-04-20T17:41:08.017440,15.30195519,.0002345,53.1620,238.9022,79.8866,280.2399,0,U,59254,999,6228,.40605E-4,.843E-5,0
STARLINK-31629,2024-050B,2025-04-20T17:52:30.940320,15.30207511,.0001162,53.1608,241.0852,104.1163,255.9967,0,U,59255,999,6110,-.15564E-3,-.4967E-4,0
STARLINK-31652,2024-050C,2025-04-20T19:08:20.540544,15.30194635,.0001086,53.1602,240.7021,107.9208,252.1911,0,U,59256,999,6111,.12777E-4,.19E-6,0
STARLINK-31655,2024-050D,2025-04-20T16:00:59.234400,15.30167279,.0001386,53.1619,203.1982,113.8475,246.2672,0,U,59257,999,6162,-.25008E-3,-.7751E-4,0
STARLINK-31637,2024-050E,2025-04-19T19:28:25.620960,15.30184851,.0000854,53.1613,245.2150,155.3283,204.7759,0,U,59258,999,6096,.13264E-3,.357E-4,0
STARLINK-31506,2024-050F,2025-04-20T20:56:05.991648,15.30168582,.0001615,53.1606,240.4576,44.3544,315.7586,0,U,59259,999,6112,.35981E-3,.10302E-3,0
STARLINK-31288,2024-050G,2025-04-19T18:28:11.714592,15.33395157,.0003444,53.1568,245.6598,348.9732,11.1194,0,U,59260,999,6095,.30442E-2,.100615E-2,0
STARLINK-31639,2024-050H,2025-04-20T17:29:43.914336,15.30200053,.0000918,53.1606,240.9867,119.9845,240.1247,0,U,59261,999,6110,-.1564E-4,-.822E-5,0
STARLINK-31673,2024-050J,2025-04-20T17:41:20.214528,15.41525259,.0007369,53.1579,238.9078,325.5974,34.4554,0,U,59262,999,6113,.5706E-2,.250954E-2,0
STARLINK-31598,2024-050K,2025-04-20T12:23:23.542944,15.30214990,.0001107,53.1590,242.4781,137.1750,222.9338,0,U,59263,999,6106,.1901E-3,.5278E-4,0
STARLINK-31645,2024-050L,2025-04-20T18:03:10.076544,15.30184756,.0001529,53.1606,241.1281,93.3300,266.7876,0,U,59264,999,6110,.33429E-4,.63E-5,0
STARLINK-31646,2024-050M,2025-04-20T19:46:19.941024,15.30200458,.0001336,53.1586,240.8641,89.7216,270.3938,0,U,59265,999,6111,.63073E-3,.18368E-3,0
STARLINK-31648,2024-050N,2025-04-20T17:38:51.373248,15.30191259,.0001226,53.1600,241.0249,100.8995,259.2144,0,U,59266,999,6110,-.11414E-3,-.3737E-4,0
STARLINK-31579,2024-050P,2025-04-19T18:27:47.649600,15.30187206,.0000909,53.1631,245.6584,124.2433,235.8653,0,U,59267,999,6095,.99263E-4,.2581E-4,0
STARLINK-31627,2024-050Q,2025-04-20T12:14:17.130336,15.30215082,.0000914,53.1611,242.4556,101.8023,258.3080,0,U,59268,999,6106,-.58534E-5,-.532E-5,0
STARLINK-31609,2024-050R,2025-04-20T18:07:43.326048,15.30181772,.0001111,53.1617,241.1458,101.4843,258.6282,0,U,59269,999,6110,.70651E-4,.1733E-4,0
STARLINK-31616,2024-050S,2025-04-19T18:46:02.426592,15.30180782,.0001134,53.1596,245.7338,79.0793,281.0336,0,U,59270,999,6095,.94841E-4,.2449E-4,0
STARLINK-31630,2024-050T,2025-04-20T16:54:08.406144,15.30196490,.0001026,53.1597,228.7409,82.5735,277.5382,0,U,59271,999,6127,.34108E-4,.651E-5,0
STARLINK-31623,2024-050U,2025-04-20T12:38:26.849760,15.30196619,.0001189,53.1615,241.8511,98.8022,261.3114,0,U,59272,999,6107,.22941E-4,.32E-5,0
STARLINK-31595,2024-050V,2025-04-20T18:16:30.913824,15.31269162,.0003266,53.1599,241.1938,49.7514,310.3773,0,U,59273,999,6110,.26979E-3,.7905E-4,0
STARLINK-31463,2024-056A,2025-04-20T21:00:44.572896,15.40719468,.0001665,43.0026,254.7087,337.4555,22.6228,0,U,59296,999,6177,-.16856E-3,-.7343E-4,0
STARLINK-31487,2024-056B,2025-04-20T22:00:01.999584,15.35037863,.000144,42.9997,253.8988,290.3194,174.2988,0,U,59297,999,6189,-.32366E-1,-.1034444E-1,0
STARLINK-31386,2024-056C,2025-04-20T15:35:30.874560,15.40697129,.0001638,43.0020,255.5830,236.4181,123.6519,0,U,59298,999,6174,.23419E-5,-.206E-5,0
STARLINK-31409,2024-056D,2025-04-20T19:08:02.456160,15.40714946,.0001509,43.0036,254.9763,279.2083,80.8602,0,U,59299,999,6188,-.10761E-3,-.4798E-4,0
STARLINK-31489,2024-056E,2025-04-20T20:28:27.382080,15.40698221,.0005434,43.0046,254.5369,260.4227,99.6016,0,U,59300,999,6177,.18381E-4,.462E-5,0
STARLINK-31502,2024-056F,2025-04-20T19:36:51.744384,15.40682424,.0004426,43.0097,254.2537,253.1313,106.9059,0,U,59301,999,6177,.68042E-5,-.21E-6,0
STARLINK-31447,2024-056G,2025-04-20T17:05:40.969536,15.40678635,.0002165,43.0028,255.1937,289.8163,70.2460,0,U,59302,999,6175,-.44266E-4,-.2151E-4,0
STARLINK-31504,2024-056H,2025-04-20T18:30:19.053504,15.40008989,.0001902,43.0062,254.7748,249.4859,110.5793,0,U,59303,999,6176,-.21501E-2,-.87091E-3,0
STARLINK-31474,2024-056J,2025-04-20T18:09:57.211488,15.40713479,.0002287,43.0060,254.6685,274.7709,85.2887,0,U,59304,999,6176,-.11118E-3,-.4948E-4,0
STARLINK-31500,2024-056K,2025-04-20T18:35:46.896576,15.40693711,.0001151,43.0008,254.7981,218.2060,141.8715,0,U,59305,999,6176,.13485E-3,.5332E-4,0
STARLINK-31480,2024-056L,2025-04-20T20:22:01.348608,15.40708717,.0001858,43.0010,254.4995,250.3591,109.7065,0,U,59306,999,6177,.92857E-4,.3578E-4,0
STARLINK-31282,2024-056M,2025-04-19T19:06:04.852800,15.40491413,.0003688,43.0037,260.3548,313.3084,46.7465,0,U,59307,999,6161,-.53347E-3,-.22375E-3,0
STARLINK-31485,2024-056N,2025-04-20T22:00:01.999584,15.32991511,.000135,42.9996,253.8847,289.4589,178.3670,0,U,59308,999,591,-.34592E-1,-.1035464E-1,0
STARLINK-31455,2024-056P,2025-04-20T20:44:37.340448,15.40715437,.0001633,43.0032,254.6172,20.7268,339.3654,0,U,59309,999,6177,-.91059E-4,-.4107E-4,0
STARLINK-31475,2024-056Q,2025-04-20T20:47:50.531712,15.40697158,.0000831,43.0015,254.6287,203.8155,156.2663,0,U,59310,999,6189,.2492E-6,-.293E-5,0
STARLINK-31445,2024-056S,2025-04-20T21:14:20.477472,15.27603384,.0002704,43.0021,260.8265,245.3669,114.6901,0,U,59312,999,6170,.17579E-3,.4581E-4,0
STARLINK-31495,2024-056T,2025-04-20T18:00:17.399232,15.40693046,.0002145,43.0049,254.6107,254.4612,105.6008,0,U,59313,999,6176,.1648E-8,-.304E-5,0
STARLINK-31477,2024-056U,2025-04-19T19:41:16.170720,15.40710921,.0001784,43.0044,260.5400,280.2847,79.7808,0,U,59314,999,6161,.41886E-4,.1447E-4,0
STARLINK-31446,2024-056V,2025-04-20T20:31:42.605472,15.40693821,.0000992,43.0026,254.5481,266.3091,93.7652,0,U,59315,999,6177,.26738E-4,.814E-5,0
STARLINK-31479,2024-056W,2025-04-20T20:29:00.128544,15.27589795,.0001717,42.9963,257.9778,181.2591,178.8257,0,U,59316,999,6173,.47077E-4,.1034E-4,0
STARLINK-31349,2024-056X,2025-04-20T18:45:24.365664,15.40734446,.0001599,43.0033,254.8502,240.1807,119.8890,0,U,59317,999,6183,.11816E-3,.4641E-4,0
STARLINK-31464,2024-056Y,2025-04-20T18:51:55.657440,15.40697663,.0001855,43.0004,254.8874,36.7171,323.3812,0,U,59318,999,6176,-.23005E-4,-.1265E-4,0
STARLINK-31402,2024-057A,2025-04-20T13:43:01.468128,15.27612583,.0001376,43.0043,164.2437,272.6585,87.4110,0,U,59320,999,6095,.41225E-3,.1111E-3,0
STARLINK-31578,2024-057B,2025-04-20T16:02:01.629888,15.40681917,.0000946,43.0003,217.6929,224.4829,135.5952,0,U,59321,999,6036,-.88687E-4,-.4003E-4,0
STARLINK-31530,2024-057C,2025-04-20T14:51:14.071968,15.40724640,.0001458,43.0050,218.1866,258.6357,101.4336,0,U,59322,999,6035,-.14353E-3,-.6299E-4,0
STARLINK-31565,2024-057D,2025-04-20T16:59:25.586592,15.28424320,.0002114,43.0016,218.8517,246.7639,113.2990,0,U,59323,999,6035,.73239E-4,.1804E-4,0
STARLINK-31570,2024-057E,2025-04-20T15:36:12.748320,15.40679441,.0001515,43.0027,217.5530,239.9516,120.1190,0,U,59324,999,6036,-.47812E-4,-.2299E-4,0
STARLINK-31611,2024-057F,2025-04-20T16:11:41.188992,15.40632615,.0002537,43.0045,217.7474,260.7707,99.2862,0,U,59325,999,6036,.30746E-3,.12533E-3,0
STARLINK-31632,2024-057G,2025-04-20T18:37:21.209088,15.27591345,.0001678,43.0049,221.9637,270.2339,89.8321,0,U,59326,999,6032,.11788E-3,.2984E-4,0
STARLINK-31599,2024-057H,2025-04-20T18:10:50.574720,15.40701424,.0001159,43.0027,217.5102,262.1130,97.9595,0,U,59327,999,6037,-.28336E-5,-.422E-5,0
STARLINK-31614,2024-057J,2025-04-20T16:18:07.500672,15.40697863,.0003554,43.0095,217.7729,246.8830,113.1652,0,U,59328,999,6036,.30567E-4,.972E-5,0
STARLINK-31493,2024-057K,2025-04-20T18:04:23.549376,15.40709765,.0000913,43.0037,217.4735,238.6686,121.4081,0,U,59329,999,6037,-.62938E-4,-.2932E-4,0
STARLINK-31634,2024-057L,2025-04-20T14:18:58.049280,15.40701691,.0001992,43.0029,218.0088,234.0740,125.9932,0,U,59330,999,6035,.17247E-4,.417E-5,0
STARLINK-31633,2024-057M,2025-04-20T15:32:58.426944,15.40685350,.0001892,43.0023,217.5331,237.3539,122.7135,0,U,59331,999,6036,-.34654E-4,-.175E-4,0
STARLINK-31594,2024-057N,2025-04-20T18:42:56.412576,15.27577052,.0000377,42.9895,222.0023,350.7437,9.3407,0,U,59332,999,6032,-.28594E-4,-.1048E-4,0
STARLINK-31572,2024-057P,2025-04-20T15:38:17.607552,15.27592577,.0001266,43.0005,222.7459,259.0981,100.9728,0,U,59333,999,6030,.88926E-4,.2187E-4,0
STARLINK-31573,2024-057Q,2025-04-20T17:41:47.090112,15.40713629,.000383,43.0064,217.3483,235.7365,124.3129,0,U,59334,999,6037,.40134E-4,.1373E-4,0
STARLINK-31588,2024-057R,2025-04-20T17:48:15.926400,15.40720239,.0001562,43.0047,217.3880,259.4935,100.5746,0,U,59335,999,6037,-.1508E-3,-.6602E-4,0
STARLINK-31596,2024-057S,2025-04-20T16:27:48.796416,15.40673164,.0001392,43.0004,217.8261,218.9290,141.1467,0,U,59336,999,6036,.12603E-3,.496E-4,0
STARLINK-31612,2024-057T,2025-04-20T15:58:46.764192,15.40702080,.0000657,43.0033,217.6703,296.7050,63.3740,0,U,59337,999,6036,.25121E-4,.746E-5,0
STARLINK-31550,2024-057U,2025-04-20T15:55:30.323424,15.40912538,.0001119,43.0043,217.6515,250.6388,109.4348,0,U,59338,999,6036,.95217E-3,.39961E-3,0
STARLINK-31473,2024-057V,2025-04-20T16:21:23.956128,15.40699520,.0005403,42.9905,217.8068,58.0011,302.1370,0,U,59339,999,6036,.74338E-5,.5E-7,0
STARLINK-31562,2024-057W,2025-04-20T19:06:16.578144,15.27595582,.0001114,42.9978,225.5881,280.2807,79.7919,0,U,59340,999,6028,.27088E-3,.7203E-4,0
STARLINK-31600,2024-057X,2025-04-20T15:20:28.701312,15.27588068,.000122,43.0019,219.1984,288.9639,71.1080,0,U,59341,999,6034,.38941E-4,.81E-5,0
STARLINK-31628,2024-057Y,2025-04-20T17:12:48.660768,15.40669958,.0001833,43.0067,217.1909,250.0122,110.0537,0,U,59342,999,6037,-.37689E-4,-.1876E-4,0
STARLINK-31605,2024-060A,2025-04-20T20:23:44.900736,15.40707846,.0002189,43.0046,279.2053,281.2258,78.8352,0,U,59348,999,6067,-.7264E-5,-.607E-5,0
STARLINK-31532,2024-060B,2025-04-20T19:36:21.909600,15.27581884,.0000961,42.9992,283.2711,272.9559,87.1183,0,U,59349,999,6073,.73045E-4,.1749E-4,0
STARLINK-31593,2024-060C,2025-04-20T12:37:10.731360,15.27582374,.0001233,43.0028,284.5294,261.1066,98.9646,0,U,59350,999,6064,.58814E-4,.1357E-4,0
STARLINK-31555,2024-060D,2025-04-20T11:56:41.041536,15.27581604,.0001093,42.9997,285.1725,213.8383,146.2399,0,U,59351,999,6068,.53189E-4,.1202E-4,0
STARLINK-31561,2024-060E,2025-04-20T15:41:47.219136,15.27589039,.0001392,43.0018,283.7739,294.4686,65.6021,0,U,59352,999,6066,-.21121E-4,-.843E-5,0
STARLINK-31413,2024-060F,2025-04-20T12:53:51.053280,15.27589416,.0001722,43.0030,284.6172,289.8501,70.2165,0,U,59353,999,6064,-.31621E-4,-.1133E-4,0
STARLINK-31422,2024-060G,2025-04-20T18:44:45.997152,15.27584462,.0000984,43.0008,283.8624,279.8136,80.2604,0,U,59354,999,6067,.41197E-4,.872E-5,0
STARLINK-31416,2024-060H,2025-04-20T19:41:54.884832,15.27583584,.0001027,42.9973,283.2918,193.6099,166.4725,0,U,59355,999,6068,.83614E-4,.204E-4,0
STARLINK-31552,2024-060J,2025-04-20T20:13:22.789632,15.27517244,.0000897,42.9994,283.4811,262.2893,97.7857,0,U,59356,999,6068,.5859E-3,.15865E-3,0
STARLINK-31557,2024-060K,2025-04-20T18:30:25.701120,15.27589012,.0000982,42.9992,279.4265,269.2468,90.8271,0,U,59357,999,6072,.63309E-4,.1481E-4,0
STARLINK-31559,2024-060L,2025-04-20T13:04:56.248608,15.27581043,.0001506,43.0012,284.6688,271.3959,88.6721,0,U,59358,999,6064,.32187E-4,.624E-5,0
STARLINK-31501,2024-060M,2025-04-20T12:11:28.912992,15.27576388,.0001368,43.0006,285.2537,245.1731,114.8979,0,U,59359,999,6063,-.11688E-4,-.584E-5,0
STARLINK-31549,2024-060N,2025-04-20T19:04:54.479136,15.27577199,.0001288,42.9993,283.1044,204.6462,155.4328,0,U,59360,999,6068,.31307E-4,.599E-5,0
STARLINK-31560,2024-060P,2025-04-20T12:02:13.853472,15.27577608,.0001772,43.0056,285.2084,289.4543,70.6117,0,U,59361,999,6063,-.17958E-5,-.312E-5,0
STARLINK-31571,2024-060Q,2025-04-20T12:05:55.888512,15.27585200,.0001247,42.9996,285.2210,274.4359,85.6351,0,U,59362,999,6063,.44298E-4,.957E-5,0
STARLINK-31553,2024-060R,2025-04-20T21:08:30.239520,15.40706743,.0003078,43.0069,277.6856,270.0588,89.9916,0,U,59363,999,6075,.38118E-4,.1289E-4,0
STARLINK-31547,2024-060S,2025-04-20T21:47:25.978848,15.40696990,.0002726,43.0034,278.7750,273.2489,86.8056,0,U,59364,999,6074,.27457E-4,.843E-5,0
STARLINK-31537,2024-060T,2025-04-20T20:07:48.609120,15.27585870,.0001094,42.9958,283.4263,184.3295,175.7547,0,U,59365,999,6068,.36815E-4,.751E-5,0
STARLINK-31451,2024-060U,2025-04-20T20:33:27.742176,15.27625780,.0000585,42.9975,282.7037,201.0257,159.0571,0,U,59366,999,6069,.20737E-3,.5457E-4,0
STARLINK-31428,2024-060V,2025-04-20T14:33:32.583168,15.27575372,.0000854,42.9996,284.2695,205.5239,154.5570,0,U,59367,999,6065,.6732E-4,.1591E-4,0
STARLINK-31419,2024-060W,2025-04-19T13:36:18.126144,15.27577510,.0001651,43.0011,290.2257,271.2917,88.7746,0,U,59368,999,6049,.12251E-3,.311E-4,0
STARLINK-31583,2024-060X,2025-04-20T20:26:59.121024,15.40696162,.0001173,43.0019,279.2150,230.8188,129.2564,0,U,59369,999,6073,-.30664E-4,-.1584E-4,0
STARLINK-31461,2024-060Y,2025-04-20T18:43:56.444160,15.40701890,.0002913,43.0047,279.5407,278.9755,81.0772,0,U,59370,999,6066,.37542E-4,.1264E-4,0
STARLINK-31641,2024-062A,2025-04-20T00:06:30.424320,15.30177031,.0001175,53.1596,322.0071,81.3642,278.7492,0,U,59374,999,6006,.46429E-4,.1015E-4,0
STARLINK-31430,2024-062B,2025-04-19T23:55:50.831040,15.30203669,.0000981,53.1589,321.9572,74.7887,285.3222,0,U,59375,999,6007,.1467E-3,.3989E-4,0
STARLINK-31695,2024-062C,2025-04-19T14:42:45.529344,15.30193351,.0001336,53.1612,320.9870,99.6781,260.4370,0,U,59376,999,6001,.13483E-3,.3635E-4,0
STARLINK-31716,2024-062D,2025-04-19T10:21:52.365312,15.39619345,.0000936,53.1622,275.8153,101.8340,258.2770,0,U,59377,999,6062,.81538E-4,.2863E-4,0
STARLINK-31710,2024-062E,2025-04-18T23:17:25.622016,15.30198470,.0000984,53.1603,324.0774,73.0271,287.0838,0,U,59378,999,5991,.27969E-3,.7933E-4,0
STARLINK-31698,2024-062F,2025-04-19T14:38:11.434848,15.30200379,.0000884,53.1603,320.9781,68.8797,291.2298,0,U,59379,999,6001,.26043E-3,.7362E-4,0
STARLINK-31680,2024-062G,2025-04-20T00:04:58.064448,15.30189741,.0001186,53.1610,321.9967,71.0786,289.0343,0,U,59380,999,6003,.84032E-4,.213E-4,0
STARLINK-31713,2024-062H,2025-04-20T13:53:12.765408,15.30208745,.00024,53.1586,319.1843,84.7796,275.3479,0,U,59381,999,6018,.37493E-3,.10764E-3,0
STARLINK-31705,2024-062J,2025-04-20T14:24:11.657088,15.30213496,.0002239,53.1614,316.4706,102.1550,257.9702,0,U,59382,999,6016,.54195E-4,.1246E-4,0
STARLINK-31709,2024-062K,2025-04-20T22:00:01.999584,15.49659733,.0005706,53.1581,309.6373,256.7761,251.9226,0,U,59383,999,581,.70395E-2,.417912E-2,0
STARLINK-31715,2024-062L,2025-04-19T23:53:24.562752,15.30187717,.0000822,53.1605,319.1031,111.7297,248.3791,0,U,59384,999,6011,.88859E-4,.2273E-4,0
STARLINK-31717,2024-062M,2025-04-20T22:28:08.639040,15.30201832,.0001095,53.1610,315.0128,121.8957,238.2151,0,U,59385,999,6024,-.17591E-3,-.5565E-4,0
STARLINK-31688,2024-062N,2025-04-20T13:48:38.604384,15.30197792,.0001356,53.1606,319.1694,56.6366,303.4764,0,U,59386,999,6012,.21373E-4,.274E-5,0
STARLINK-31714,2024-062P,2025-04-20T22:32:46.828896,15.30510861,.0001348,53.1603,315.0385,84.9993,275.1162,0,U,59387,999,6020,.4096E-2,.124187E-2,0
STARLINK-31643,2024-062Q,2025-04-19T22:52:47.429472,15.30172966,.0001346,53.1615,319.5404,98.1239,261.9914,0,U,59388,999,6012,.22834E-3,.6404E-4,0
STARLINK-31647,2024-062R,2025-04-20T21:23:57.650208,15.31004917,.0000457,53.1607,317.5844,32.3439,327.7590,0,U,59389,999,6021,.99827E-3,.30074E-3,0
STARLINK-31649,2024-062S,2025-04-20T14:18:07.934688,15.30198891,.0000856,53.1593,316.4518,41.7391,318.3675,0,U,59390,999,6020,-.37864E-4,-.148E-4,0
STARLINK-31644,2024-062T,2025-04-19T23:37:37.032960,15.30187693,.0001191,53.1614,321.8713,105.9404,254.1728,0,U,59391,999,6007,.15955E-4,.113E-5,0
STARLINK-31626,2024-062U,2025-04-20T13:55:19.305120,15.30200379,.0001353,53.1603,316.3467,115.9425,244.1715,0,U,59392,999,6022,-.79613E-5,-.595E-5,0
STARLINK-31443,2024-062V,2025-04-20T11:59:18.687840,15.30216545,.0000824,53.1614,304.3054,84.7251,275.3843,0,U,59393,999,6036,.49505E-4,.1108E-4,0
STARLINK-31607,2024-062W,2025-04-20T14:04:26.425344,15.30207283,.0000948,53.1610,316.3924,79.9424,280.1684,0,U,59394,999,6019,-.19831E-4,-.946E-5,0
STARLINK-31608,2024-062X,2025-04-20T22:37:15.509568,15.30193568,.0000949,53.1604,315.0555,86.6132,273.4977,0,U,59397,999,6020,-.11732E-3,-.3831E-4,0
STARLINK-31534,2024-064A,2025-04-20T09:02:35.957184,15.27598949,.0001348,43.0045,81.6960,259.8779,100.1920,0,U,59398,999,5972,-.44553E-4,-.1489E-4,0
STARLINK-31544,2024-064B,2025-04-20T22:49:54.559488,15.27591911,.0000119,42.9998,79.1337,261.4439,98.6400,0,U,59399,999,5986,-.19358E-4,-.794E-5,0
STARLINK-31545,2024-064C,2025-04-20T21:52:32.785248,15.27580432,.0000417,43.0001,78.8303,308.9873,51.0941,0,U,59400,999,5986,.34249E-4,.681E-5,0
STARLINK-31507,2024-064D,2025-04-20T00:03:36.107136,15.27573780,.0001327,43.0030,84.0442,266.8007,93.2692,0,U,59401,999,5966,.20427E-3,.5362E-4,0
STARLINK-31543,2024-064E,2025-04-20T22:38:48.424992,15.27584716,.0000756,43.0027,79.0682,216.5685,143.5115,0,U,59402,999,5986,-.15904E-4,-.7E-5,0
STARLINK-31366,2024-064F,2025-04-20T22:18:26.800704,15.27586313,.0000858,42.9989,78.9583,238.5649,121.5118,0,U,59403,999,5986,.32983E-5,-.171E-5,0
STARLINK-31374,2024-064G,2025-04-20T20:02:27.139776,15.40695880,.0002428,43.0038,33.5089,285.6759,74.3830,0,U,59404,999,6012,.48007E-5,-.104E-5,0
STARLINK-31400,2024-064H,2025-04-20T09:08:10.525632,15.27598101,.0001215,43.0034,81.7231,258.0974,101.9742,0,U,59405,999,5978,.16327E-3,.4236E-4,0
STARLINK-31391,2024-064J,2025-04-20T09:13:44.107392,15.27581764,.0001657,43.0040,81.7543,265.2221,94.8441,0,U,59406,999,5978,.81962E-4,.1994E-4,0
STARLINK-31387,2024-064K,2025-04-20T22:44:21.103872,15.27581969,.0000832,43.0033,79.0990,273.9688,86.1069,0,U,59407,999,5986,.27138E-4,.485E-5,0
STARLINK-31396,2024-064M,2025-04-20T22:36:10.191168,15.40694770,.0001269,43.0037,70.4006,240.2474,119.8256,0,U,59409,999,5990,.36151E-4,.1207E-4,0
